,trial_id,global_trial_end_date,first_pub_date,current_pub_date,version,results_type
8474,2006-006184-23,2010-04-18,2017-09-20,2017-09-20,v1(current),Document
8475,2007-007026-22,2012-01-01,2017-09-20,2017-09-20,v1(current),Document
8476,2006-006754-10,2008-05-13,2017-09-20,2017-09-20,v1(current),Document
8477,2010-024477-39,2015-10-02,2016-10-14,2017-01-29,v2(current),Tabular
8478,2010-024520-15,2016-02-01,2017-07-16,2017-07-16,v1(current),Tabular
8479,2010-024568-16,2016-04-22,2017-03-23,2017-03-23,v1(current),Tabular
8480,2010-024586-45,2015-07-17,2016-07-31,2016-07-31,v1(current),Tabular
8481,2010-024624-20,2014-08-06,2015-07-30,2016-07-08,v1(current),Tabular
8482,2013-005324-41,2016-09-06,2017-09-21,2017-09-21,v1(current),Tabular
8483,2012-005143-24,2016-10-25,2017-09-21,2017-09-21,v1(current),Tabular
8484,2006-003193-10,2012-08-31,2017-09-21,2017-09-21,v1(current),Document
8485,2008-004578-42,2014-11-11,2016-05-15,2016-05-15,v1(current),Tabular
8486,2013-004158-81,2014-09-08,2015-03-14,2016-03-15,v1(current),Tabular
8487,2015-002798-39,2016-09-14,2017-09-22,2017-09-22,v1(current),Tabular
8488,2008-005831-13,2011-03-31,2017-09-22,2017-09-22,v1(current),Document
8489,2012-001351-40,2016-06-17,2017-09-23,2017-09-23,v1(current),Tabular
8490,2012-002618-38,2015-10-01,2017-09-23,2017-09-23,v1(current),Tabular
8491,2005-001015-22,2010-03-03,2017-09-24,2017-09-24,v1(current),Document
8492,2009-011121-13,2012-10-31,2017-09-24,2017-09-24,v1(current),Document
8493,2008-007875-26,2012-12-31,2017-09-24,2017-09-24,v1(current),Document
8494,2015-002606-37,2016-09-29,2017-09-24,2017-09-24,v1(current),Tabular
8495,2014-001477-13,2017-03-03,2017-06-25,2017-06-25,v1(current),Tabular
8496,2014-003808-77,2016-09-28,2017-06-04,2018-08-04,v3(current),Tabular
8497,2014-002599-95,2016-01-13,2017-09-27,2017-09-27,v1(current),Tabular
8498,2004-001216-31,2006-06-15,2017-09-27,2017-09-27,v1(current),Document
8499,2009-016692-29,2013-04-08,2017-09-27,2017-09-27,v1(current),Document
8500,2014-000914-76,2016-08-16,2017-09-02,2017-09-02,v1(current),Tabular
8501,2014-003158-15,2015-07-13,2017-09-28,2017-09-28,v1(current),Tabular
8502,2009-017182-38,2011-10-19,2017-09-28,2017-09-28,v1(current),Document
8503,2013-000614-38,2016-09-16,2017-09-28,2017-09-28,v1(current),Tabular
8504,2007-000236-16,2008-05-07,2017-09-28,2017-09-28,v1(current),Document
8505,2013-000055-41,2016-01-20,2017-09-28,2017-09-28,v1(current),Tabular
8506,2011-001805-28,2016-09-09,2017-09-28,2017-09-28,v1(current),Tabular
8507,2006-000614-21,2007-06-07,2016-12-17,2016-12-17,v1(current),Document
8508,2009-016492-29,2013-02-08,2016-05-08,2016-05-08,v1(current),Tabular
8509,2010-020113-85,2013-12-10,2015-08-06,2016-07-13,v1(current),Tabular
8510,2004-000356-17,2008-07-22,2016-03-23,2016-03-23,v1(current),Tabular
8511,2005-002817-19,2009-08-13,2015-05-22,2016-07-08,v1(current),Document
8512,2004-001856-35,2006-03-28,2016-12-23,2016-12-23,v1(current),Document
8513,2005-002949-40,2006-10-26,2015-05-31,2016-04-27,v1(current),Tabular
8514,2010-023069-24,2013-04-02,2015-07-30,2016-03-15,v1(current),Tabular
8515,2007-005630-36,2010-02-22,2015-08-05,2016-03-24,v2(current),Tabular
8516,2008-002455-25,2012-01-12,2016-04-20,2016-04-20,v1(current),Document
8517,2010-018477-38,2011-07-18,2015-08-06,2016-07-13,v1(current),Tabular
8518,2011-002000-32,2014-01-13,2015-08-07,2016-07-13,v1(current),Tabular
8519,2011-004458-25,2012-12-17,2015-06-03,2016-04-27,v1(current),Tabular
8520,2004-000585-13,2005-08-31,2016-03-06,2016-03-06,v1(current),Tabular
8521,2004-001316-31,2005-05-24,2016-07-15,2016-07-15,v1(current),Document
8522,2006-003762-33,2008-03-31,2014-12-18,2016-05-11,v1(current),Tabular
8523,2006-004423-11,2009-06-30,2015-08-01,2016-07-23,v2(current),Tabular
8524,2009-017004-91,2016-02-11,2016-08-12,2016-08-12,v1(current),Tabular
8525,2008-008008-42,2014-12-10,2016-07-28,2016-07-28,v1(current),Tabular
8526,2010-020558-33,2012-08-06,2015-06-20,2016-02-04,v1(current),Tabular
8527,2009-012149-43,2013-03-14,2015-07-09,2016-09-03,v3(current),Tabular
8528,2009-017354-12,2011-10-26,2015-07-09,2016-03-15,v1(current),Tabular
8529,2010-021793-12,2014-08-13,2015-04-12,2016-07-27,v2(current),Tabular
8530,2007-001713-42,2008-09-10,2015-05-08,2016-02-16,v1(current),Document
8531,2007-003971-38,2011-10-28,2016-10-28,2016-10-28,v1(current),Document
8532,2004-002231-92,2008-11-24,2016-08-14,2016-08-14,v1(current),Document
8533,2007-003191-19,2008-04-18,2015-08-07,2016-07-08,v2(current),Tabular
8534,2009-015014-22,2010-07-16,2015-05-03,2016-04-27,v1(current),Tabular
8535,2007-000577-38,2012-07-18,2015-07-30,2016-06-02,v2(current),Tabular
8536,2007-005653-37,2008-09-26,2016-08-19,2016-08-19,v1(current),Document
8537,2008-003855-65,2012-10-17,2015-08-06,2016-06-05,v2(current),Tabular
8538,2009-015953-18,2013-06-26,2015-07-23,2016-06-09,v2(current),Tabular
8539,2010-022514-47,2013-05-23,2015-08-08,2016-07-13,v1(current),Tabular
8540,2010-023167-17,2011-12-23,2016-03-10,2016-03-10,v1(current),Document
8541,2010-019361-28,2014-05-22,2015-07-30,2016-06-28,v1(current),Tabular
8542,2004-001841-14,2006-04-15,2015-06-03,2016-07-07,v2(current),Tabular
8543,2006-002473-47,2008-05-26,2016-05-20,2016-05-20,v1(current),Tabular
8544,2005-001099-11,2008-09-23,2015-08-15,2016-07-13,v1(current),Tabular
8545,2009-017753-34,2013-08-27,2015-08-06,2016-07-13,v1(current),Tabular
8546,2004-000290-58,2006-01-24,2016-12-23,2016-12-23,v1(current),Document
8547,2005-000077-22,2010-04-27,2015-07-31,2016-07-06,v1(current),Tabular
8548,2007-006276-11,2010-10-25,2016-08-06,2016-08-06,v1(current),Document
8549,2005-006083-57,2014-04-07,2016-06-01,2016-06-01,v1(current),Tabular
8550,2006-005476-40,2011-12-15,2015-07-30,2016-03-26,v2(current),Tabular
8551,2007-000872-18,2014-08-05,2016-05-11,2016-05-11,v1(current),Tabular
8552,2010-023070-40,2013-12-02,2015-07-28,2016-03-15,v1(current),Tabular
8553,2010-019348-37,2014-10-03,2015-08-06,2016-07-13,v1(current),Tabular
8554,2009-011181-28,2013-08-09,2015-07-25,2016-06-28,v1(current),Tabular
8555,2009-014295-21,2012-07-29,2015-06-20,2016-02-04,v1(current),Tabular
8556,2009-017197-21,2011-08-14,2015-07-11,2016-04-01,v1(current),Tabular
8557,2010-022638-96,2014-01-06,2016-07-17,2016-07-17,v1(current),Tabular
8558,2010-021825-11,2013-08-26,2015-08-06,2017-06-14,v3(current),Tabular
8559,2005-002829-31,2006-07-13,2016-06-01,2016-06-01,v1(current),Document
8560,2005-001746-17,2012-07-17,2015-07-04,2016-06-30,v1(current),Tabular
8561,2004-001666-40,2007-05-01,2015-08-06,2016-07-13,v1(current),Tabular
8562,2007-001545-17,2009-09-09,2016-04-16,2016-04-16,v1(current),Tabular
8563,2006-003881-32,2010-07-14,2016-06-02,2016-06-02,v1(current),Document
8564,2008-005278-11,2012-06-04,2015-02-15,2016-04-27,v1(current),Document
8565,2010-023505-36,2015-11-02,2016-06-16,2016-06-16,v1(current),Tabular
8566,2011-000203-41,2013-12-05,2015-08-06,2016-05-11,v1(current),Tabular
8567,2006-005261-19,2009-01-21,2015-08-01,2016-07-13,v1(current),Tabular
8568,2004-004248-37,2005-07-01,2016-09-02,2016-09-02,v1(current),Document
8569,2004-000231-29,2005-05-13,2016-06-30,2016-11-18,v2(current),Tabular
8570,2004-002397-38,2009-12-09,2014-12-06,2016-04-01,v2(current),Tabular
8571,2006-005911-82,2015-08-17,2017-06-28,2017-06-28,v1(current),Tabular
8572,2007-002445-20,2011-05-12,2015-02-15,2016-04-27,v1(current),Document
8573,2007-000522-46,2008-05-29,2015-08-09,2016-07-11,v1(current),Tabular
8574,2010-020083-38,2012-09-14,2016-03-24,2016-03-24,v1(current),Tabular
8575,2009-017028-22,2014-08-14,2015-07-29,2016-07-13,v1(current),Tabular
8576,2010-023169-23,2011-12-23,2016-03-10,2016-03-10,v1(current),Document
8577,2011-003407-38,2013-09-25,2015-06-13,2016-03-05,v2(current),Tabular
8578,2011-002235-26,2013-12-09,2015-08-07,2016-07-21,v1(current),Mixed
8579,2010-023909-35,2014-05-15,2015-06-27,2016-07-14,v2(current),Tabular
8580,2007-000371-42,2012-01-04,2015-07-29,2016-03-26,v2(current),Tabular
8581,2010-024597-19,2012-10-05,2017-01-06,2017-04-14,v2(current),Tabular
8582,2010-022785-27,2012-06-27,2016-04-08,2016-04-08,v1(current),Tabular
8583,2010-020310-28,2014-01-08,2016-07-29,2016-07-29,v1(current),Tabular
8584,2009-016757-18,2012-09-28,2016-07-31,2016-07-31,v1(current),Tabular
8585,2004-003866-13,2006-01-23,2016-11-13,2016-11-13,v1(current),Document
8586,2006-006204-11,2008-09-18,2015-08-01,2016-06-29,v1(current),Tabular
8587,2007-003718-32,2010-10-05,2015-05-03,2016-07-24,v2(current),Tabular
8588,2007-000548-29,2007-10-31,2016-07-07,2016-07-07,v1(current),Document
8589,2010-019102-17,2015-01-14,2016-08-13,2016-08-13,v1(current),Tabular
8590,2010-022221-15,2012-04-24,2016-08-05,2016-08-05,v1(current),Document
8591,2009-016375-30,2011-04-18,2015-03-07,2016-04-05,v1(current),Tabular
8592,2007-005235-29,2009-04-27,2016-02-06,2016-04-14,v3(current),Tabular
8593,2005-003511-75,2007-12-18,2016-06-02,2016-06-02,v1(current),Document
8594,2007-005620-32,2010-02-22,2015-08-05,2016-03-24,v2(current),Tabular
8595,2006-005357-29,2013-10-28,2015-08-07,2016-05-19,v2(current),Tabular
8596,2010-023168-41,2011-12-23,2016-03-10,2016-03-10,v1(current),Document
8597,2009-014368-20,2014-01-03,2015-08-13,2016-07-15,v2(current),Tabular
8598,2010-019730-27,2012-10-01,2015-04-04,2016-05-11,v2(current),Tabular
8599,2004-004743-22,2006-02-09,2014-11-08,2016-02-16,v1(current),Document
8600,2004-004744-43,2006-02-09,2015-07-22,2016-04-27,v1(current),Tabular
8601,2005-001234-32,2006-11-29,2014-11-27,2016-07-06,v1(current),Document
8602,2004-001779-20,2009-04-07,2015-07-23,2016-04-01,v1(current),Tabular
8603,2007-000983-26,2009-10-09,2014-12-06,2016-04-01,v2(current),Tabular
8604,2007-002734-11,2008-07-21,2015-07-31,2017-02-01,v1(current),Tabular
8605,2007-004442-32,2008-10-02,2015-05-23,2016-04-13,v1(current),Tabular
8606,2007-006169-33,2010-06-09,2016-12-24,2016-12-24,v1(current),Document
8607,2008-004837-54,2011-01-25,2015-08-01,2016-07-15,v2(current),Tabular
8608,2010-022782-99,2012-10-17,2015-08-08,2016-07-30,v2(current),Tabular
8609,2006-001663-33,2013-02-14,2015-07-30,2016-07-08,v1(current),Mixed
8610,2009-017169-53,2013-09-12,2015-06-28,2016-09-04,v2(current),Tabular
8611,2009-014036-37,2010-06-24,2016-11-10,2016-11-10,v1(current),Document
8612,2010-022284-35,2013-12-03,2016-08-13,2016-08-13,v1(current),Tabular
8613,2010-023072-17,2014-03-31,2015-07-30,2016-03-15,v1(current),Tabular
8614,2004-001346-33,2010-04-09,2015-08-05,2016-03-22,v1(current),Tabular
8615,2011-001255-36,2013-05-29,2015-08-05,2016-03-22,v1(current),Tabular
8616,2009-017319-13,2011-10-14,2016-12-08,2017-01-06,v2(current),Document
8617,2008-005476-27,2010-12-02,2015-08-01,2016-07-13,v1(current),Tabular
8618,2010-022872-30,2012-10-26,2016-04-17,2016-04-17,v1(current),Tabular
8619,2010-018730-51,2014-05-17,2015-05-24,2016-04-21,v2(current),Tabular
8620,2009-018168-81,2012-05-02,2015-07-24,2017-09-18,v2(current),Tabular
8621,2007-004459-13,2008-11-24,2015-03-06,2016-04-13,v1(current),Tabular
8622,2005-001338-33,2007-11-01,2015-08-15,2016-07-01,v2(current),Tabular
8623,2004-001558-10,2012-08-31,2017-03-24,2017-03-24,v1(current),Document
8624,2004-000616-70,2006-11-03,2016-05-01,2016-05-01,v1(current),Document
8625,2009-017029-20,2015-08-13,2016-07-02,2016-07-02,v1(current),Tabular
8626,2010-020471-23,2014-07-29,2015-08-07,2016-07-21,v1(current),Mixed
8627,2005-003772-37,2009-03-12,2016-04-21,2016-04-21,v1(current),Document
8628,2007-000134-39,2008-01-08,2016-02-06,2016-03-24,v2(current),Tabular
8629,2006-005512-27,2009-07-03,2017-01-03,2017-01-03,v1(current),Document
8630,2006-005260-88,2009-02-17,2015-07-27,2016-07-13,v1(current),Tabular
8631,2008-000844-15,2009-03-26,2015-08-06,2016-06-13,v1(current),Tabular
8632,2007-003704-35,2015-12-02,2016-06-17,2016-06-17,v1(current),Tabular
8633,2011-001292-39,2014-02-26,2015-07-31,2016-02-15,v1(current),Tabular
8634,2011-005040-10,2016-08-31,2017-03-23,2017-03-23,v1(current),Tabular
8635,2009-012258-19,2015-02-03,2016-04-29,2016-04-29,v1(current),Tabular
8636,2009-016859-22,2014-11-19,2015-08-08,2016-07-13,v1(current),Tabular
8637,2011-002035-26,2015-10-27,2016-04-21,2016-11-11,v2(current),Tabular
8638,2012-003837-41,2015-12-17,2016-07-01,2016-07-01,v1(current),Tabular
8639,2015-000543-16,2016-09-20,2017-04-19,2017-04-19,v1(current),Tabular
8640,2011-000410-18,2012-11-16,2016-02-13,2016-02-13,v1(current),Tabular
8641,2011-000330-11,2016-04-28,2016-11-10,2016-11-10,v1(current),Tabular
8642,2011-004106-16,2012-06-01,2016-12-31,2016-12-31,v1(current),Document
8643,2011-001777-43,2015-05-18,2016-04-06,2016-04-06,v1(current),Tabular
8644,2013-001695-38,2015-12-29,2016-12-31,2016-12-31,v1(current),Tabular
8645,2014-004746-99,2017-03-21,2017-05-07,2017-05-07,v1(current),Tabular
8646,2011-001362-18,2013-04-03,2015-08-05,2016-03-22,v1(current),Tabular
8647,2013-004384-31,2017-05-01,2017-08-19,2017-08-19,v1(current),Tabular
8648,2011-004612-31,2012-07-06,2016-12-31,2016-12-31,v1(current),Document
8649,2013-002610-13,2015-04-24,2016-05-18,2016-05-18,v1(current),Tabular
8650,2013-003535-30,2017-02-17,2017-05-28,2017-05-28,v1(current),Tabular
8651,2010-023239-40,2013-05-29,2015-06-12,2016-02-16,v1(current),Tabular
8652,2012-003488-23,2013-09-03,2015-08-06,2016-03-02,v1(current),Tabular
8653,2011-003144-50,2013-05-09,2016-07-08,2016-07-08,v1(current),Document
8654,2011-002047-10,2014-10-08,2015-04-22,2018-02-24,v2(current),Tabular
8655,2011-005042-35,2016-08-31,2017-03-23,2017-03-23,v1(current),Tabular
8656,2012-005055-17,2017-01-16,2017-07-15,2017-11-26,v2(current),Tabular
8657,2011-001758-26,2015-12-08,2016-06-19,2016-06-19,v1(current),Tabular
8658,2011-003591-37,2015-03-25,2017-07-23,2017-07-23,v1(current),Mixed
8659,2012-002787-27,2015-07-22,2017-02-04,2017-02-04,v1(current),Tabular
8660,2012-003489-42,2014-09-22,2015-08-12,2016-03-02,v1(current),Tabular
8661,2012-001324-34,2014-03-25,2015-08-05,2016-02-16,v1(current),Tabular
8662,2010-021093-11,2013-12-27,2015-04-08,2016-06-20,v1(current),Tabular
8663,2012-004996-38,2017-01-24,2017-08-09,2018-04-01,v2(current),Tabular
8664,2013-004903-37,2015-10-19,2017-05-14,2017-05-14,v1(current),Tabular
8665,2013-003215-21,2015-10-19,2016-07-16,2016-07-16,v1(current),Tabular
8666,2014-001259-22,2016-02-09,2016-08-13,2016-08-13,v1(current),Tabular
8667,2012-003054-92,2013-02-25,2017-01-06,2017-01-06,v1(current),Document
8668,2013-003450-24,2016-06-01,2016-12-17,2016-12-17,v1(current),Tabular
8669,2013-000013-20,2014-11-04,2015-05-16,2016-04-15,v2(current),Tabular
8670,2013-004588-30,2015-01-09,2016-04-28,2016-04-28,v1(current),Tabular
8671,2013-004468-69,2016-04-29,2016-11-16,2016-11-16,v1(current),Tabular
8672,2012-001829-27,2014-12-05,2015-06-18,2016-04-27,v1(current),Tabular
8673,2008-005606-39,2013-05-27,2015-08-06,2016-07-22,v2(current),Mixed
8674,2014-000742-30,2015-10-23,2016-04-22,2016-04-22,v1(current),Tabular
8675,2007-001953-24,2010-06-01,2017-05-19,2017-05-19,v1(current),Document
8676,2007-000012-90,2015-08-28,2017-08-04,2017-08-04,v1(current),Mixed
8677,2012-005776-34,2016-08-17,2017-08-31,2017-08-31,v1(current),Tabular
8678,2008-002681-63,2012-03-27,2016-05-08,2016-05-08,v1(current),Document
8679,2007-004254-93,2008-07-21,2016-10-08,2016-10-08,v1(current),Document
8680,2014-000545-78,2016-04-28,2017-06-08,2017-06-08,v1(current),Tabular
8681,2009-018097-64,2014-05-19,2015-05-29,2016-07-13,v2(current),Tabular
8682,2013-004569-16,2016-06-18,2017-04-05,2017-04-05,v1(current),Tabular
8683,2007-002587-99,2009-09-10,2017-10-14,2017-10-14,v1(current),Tabular
8684,2008-001949-26,2016-09-04,2017-10-14,2017-10-14,v1(current),Tabular
8685,2013-004325-91,2016-09-30,2017-10-14,2017-10-14,v1(current),Tabular
8686,2016-001717-24,2017-01-24,2017-10-14,2017-10-14,v1(current),Tabular
8687,2007-000229-23,2011-05-09,2017-10-14,2017-10-14,v1(current),Document
8688,2009-010968-42,2012-01-07,2017-10-14,2017-10-14,v1(current),Document
8689,2009-010360-41,2012-04-02,2017-10-14,2017-10-14,v1(current),Document
8690,2009-011002-42,2010-07-12,2017-10-14,2017-10-14,v1(current),Document
8691,2013-002847-28,2017-04-03,2017-10-14,2017-10-14,v1(current),Tabular
8692,2009-009596-35,2013-05-28,2017-10-14,2017-10-14,v1(current),Document
8693,2011-003791-37,2015-12-31,2017-10-14,2017-10-14,v1(current),Mixed
8694,2009-011925-14,2016-10-12,2017-10-14,2017-10-14,v1(current),Tabular
8695,2010-020404-29,2014-07-22,2017-10-14,2017-10-14,v1(current),Tabular
8696,2016-002873-36,2016-04-20,2017-10-14,2017-10-14,v1(current),Tabular
8697,2009-017238-39,2012-01-12,2017-10-14,2017-10-14,v1(current),Document
8698,2010-022400-53,2016-06-28,2017-10-14,2017-10-14,v1(current),Tabular
8699,2010-019488-12,2011-09-05,2017-10-14,2017-10-14,v1(current),Document
8700,2016-004318-82,2014-12-11,2017-10-14,2017-10-14,v1(current),Tabular
8701,2010-021336-33,2016-11-30,2017-10-14,2017-10-14,v1(current),Tabular
8702,2012-001923-11,2015-06-25,2017-10-14,2017-10-14,v1(current),Mixed
8703,2015-001157-32,2017-04-05,2017-10-14,2017-10-14,v1(current),Tabular
8704,2011-003657-26,2016-10-10,2017-10-14,2017-10-14,v1(current),Tabular
8705,2005-000192-17,2012-12-01,2017-10-14,2017-10-14,v1(current),Document
8706,2014-003708-62,2016-09-21,2017-10-14,2017-10-14,v1(current),Tabular
8707,2009-014688-37,2011-01-19,2017-10-14,2017-10-14,v1(current),Document
8708,2016-003185-26,2017-09-11,2017-10-14,2017-10-14,v1(current),Tabular
8709,2007-001174-81,2014-01-31,2017-10-14,2017-10-14,v1(current),Tabular
8710,2007-002115-59,2012-11-06,2017-10-14,2017-10-14,v1(current),Tabular
8711,2015-001049-10,2016-12-29,2017-10-14,2018-04-05,v2(current),Tabular
8712,2004-001721-13,1900-01-01,2017-10-14,2017-10-14,v1(current),Document
8713,2014-003879-37,2016-09-15,2017-10-14,2017-10-14,v1(current),Tabular
8714,2017-000093-11,2016-09-23,2017-10-14,2018-10-24,v4(current),Tabular
8715,2012-002945-40,2016-10-18,2017-10-14,2017-10-14,v1(current),Tabular
8716,2009-013788-21,2016-09-26,2017-10-14,2017-10-14,v1(current),Tabular
8717,2010-023908-27,2012-11-28,2017-10-14,2017-10-14,v1(current),Document
8718,2010-021826-37,2012-09-17,2017-10-14,2017-10-14,v1(current),Document
8719,2015-002098-40,2016-09-20,2017-10-14,2017-10-14,v1(current),Tabular
8720,2013-005334-37,2016-01-26,2017-10-14,2017-10-14,v1(current),Mixed
8721,2009-010193-38,2010-10-05,2017-10-14,2017-10-14,v1(current),Document
8722,2004-001720-21,1900-01-01,2017-10-14,2017-10-14,v1(current),Document
8723,2006-005597-43,2013-03-19,2017-10-14,2017-10-14,v1(current),Document
8724,2010-018320-10,2015-06-15,2017-10-14,2017-10-14,v1(current),Tabular
8725,2014-003224-40,2016-09-19,2017-10-14,2017-10-14,v1(current),Tabular
8726,2007-000383-24,2016-09-26,2017-10-14,2017-10-14,v1(current),Tabular
8727,2010-020319-34,2011-11-16,2017-10-14,2017-10-14,v1(current),Document
8728,2011-003448-28,2016-09-20,2017-10-14,2017-10-14,v1(current),Tabular
8729,2007-006749-42,2016-06-30,2017-10-14,2017-10-14,v1(current),Tabular
8730,2011-004783-30,2016-09-28,2017-10-14,2017-10-14,v1(current),Tabular
8731,2014-002855-25,2016-09-14,2017-10-14,2017-10-14,v1(current),Tabular
8732,2015-003775-30,2016-07-01,2017-10-14,2017-10-14,v1(current),Tabular
8733,2013-001231-51,2016-07-27,2017-10-15,2017-10-15,v1(current),Tabular
8734,2011-003495-36,2016-09-26,2017-10-15,2017-10-15,v1(current),Tabular
8735,2010-022313-25,2016-03-04,2017-10-15,2017-10-15,v1(current),Tabular
8736,2014-001478-32,2016-12-06,2017-10-15,2017-10-15,v1(current),Tabular
8737,2007-006494-90,2017-04-04,2017-10-14,2017-10-14,v1(current),Tabular
8738,2015-003500-23,2009-10-16,2016-02-19,2016-02-19,v1(current),Tabular
8739,2014-003621-18,2016-10-05,2017-10-19,2017-10-19,v1(current),Tabular
8740,2013-002406-31,2016-10-05,2017-10-19,2017-10-19,v1(current),Tabular
8741,2013-003831-31,2016-11-21,2017-10-19,2017-12-02,v2(current),Tabular
8742,2009-015989-62,2016-10-14,2017-10-19,2017-10-19,v1(current),Tabular
8743,2004-002676-41,2016-12-15,2017-07-01,2018-03-04,v2(current),Tabular
8744,2017-001515-36,2015-05-11,2017-10-20,2017-10-20,v1(current),Tabular
8745,2017-001514-29,2015-11-20,2017-10-20,2017-10-20,v1(current),Tabular
8746,2015-003142-51,2016-10-14,2017-10-20,2017-10-20,v1(current),Tabular
8747,2016-000539-42,2016-09-07,2017-10-20,2018-11-20,v1(current),Tabular
8748,2016-001964-13,2015-11-03,2017-10-20,2017-10-20,v1(current),Tabular
8749,2004-002707-32,2005-06-30,2017-10-20,2017-10-20,v1(current),Document
8750,2005-005621-55,2008-11-05,2017-10-21,2017-10-21,v1(current),Document
8751,2017-001574-42,2015-02-15,2017-10-21,2017-10-21,v1(current),Tabular
8752,2010-021850-20,2016-07-08,2017-10-21,2017-10-21,v1(current),Tabular
8753,2009-017245-64,2013-05-13,2017-10-21,2017-10-21,v1(current),Tabular
8754,2010-019835-37,2010-12-07,2017-10-21,2017-10-21,v1(current),Document
8755,2015-003252-40,2015-01-13,2017-10-22,2018-07-04,v2(current),Tabular
8756,2013-004830-14,2016-08-25,2017-10-22,2017-10-22,v1(current),Tabular
8757,2006-000591-33,2014-01-23,2017-10-22,2017-10-22,v1(current),Tabular
8758,2009-016142-44,2016-10-02,2017-10-22,2017-10-22,v1(current),Tabular
8759,2016-005117-44,2016-10-14,2017-10-22,2018-02-07,v2(current),Tabular
8760,2012-003354-89,2015-05-06,2016-05-12,2016-05-12,v1(current),Tabular
8761,2009-015839-33,2011-05-04,2016-01-30,2016-01-30,v1(current),Document
8762,2010-022271-59,2016-07-04,2017-10-24,2017-10-24,v1(current),Tabular
8763,2016-002895-29,2017-03-17,2017-10-25,2017-10-25,v1(current),Tabular
8764,2014-004454-34,2017-04-13,2017-10-25,2017-10-25,v1(current),Tabular
8765,2014-001204-21,2017-04-10,2017-10-25,2017-10-25,v1(current),Tabular
8766,2005-004174-24,2007-05-17,2017-10-25,2017-10-25,v1(current),Document
8767,2014-005615-17,2015-11-17,2017-10-25,2017-10-25,v1(current),Tabular
8768,2013-005483-25,2016-08-08,2017-10-25,2017-10-25,v1(current),Tabular
8769,2008-008215-25,2011-08-08,2017-10-25,2017-10-25,v1(current),Tabular
8770,2017-001799-41,2010-03-17,2017-10-25,2017-10-25,v1(current),Tabular
8771,2014-002598-13,2016-10-10,2017-10-14,2017-10-14,v1(current),Tabular
8772,2014-002556-77,2016-10-10,2017-10-26,2017-10-26,v1(current),Tabular
8773,2004-000333-10,2006-03-01,2017-10-26,2017-10-26,v1(current),Document
8774,2009-014392-51,2016-10-10,2017-10-26,2017-10-26,v1(current),Tabular
8775,2014-004867-19,2016-04-28,2017-10-26,2017-10-26,v1(current),Mixed
8776,2014-000379-14,2016-09-27,2017-10-27,2017-10-27,v1(current),Tabular
8777,2007-006677-83,2016-10-20,2017-10-27,2017-10-27,v1(current),Tabular
8778,2014-000241-74,2016-10-14,2017-10-27,2017-10-27,v1(current),Tabular
8779,2014-004266-26,2016-10-14,2017-10-27,2017-10-27,v1(current),Tabular
8780,2012-003876-38,2016-10-12,2017-10-27,2017-10-27,v1(current),Tabular
8781,2014-003196-39,2016-10-13,2017-10-27,2017-10-27,v1(current),Tabular
8782,2012-001573-93,2016-03-21,2017-04-01,2017-04-01,v1(current),Tabular
8783,2013-003587-31,2016-09-28,2017-09-21,2017-09-21,v1(current),Tabular
8784,2012-003670-11,2016-03-16,2017-02-23,2017-02-23,v1(current),Tabular
8785,2015-003069-28,2016-10-14,2017-10-28,2017-10-28,v1(current),Tabular
8786,2013-005090-53,2016-10-24,2017-10-28,2017-10-28,v1(current),Tabular
8787,2014-000712-34,2016-10-13,2017-10-28,2017-10-28,v1(current),Tabular
8788,2012-000649-11,2015-11-19,2017-10-28,2017-10-28,v1(current),Tabular
8789,2012-002359-40,2013-04-04,2017-10-28,2017-10-28,v1(current),Mixed
8790,2012-002358-22,2013-04-02,2017-10-28,2017-10-28,v1(current),Mixed
8791,2015-003070-33,2017-07-31,2017-10-29,2017-10-29,v1(current),Tabular
8792,2013-004430-15,2016-10-14,2017-10-29,2017-10-29,v1(current),Tabular
8793,2016-000354-35,2017-03-01,2017-10-29,2017-10-29,v1(current),Tabular
8794,2014-003012-36,2016-07-19,2017-07-20,2017-07-20,v1(current),Tabular
8795,2015-001588-37,2016-09-22,2017-10-14,2017-10-14,v1(current),Tabular
8796,2017-001575-23,2016-02-17,2017-11-01,2017-11-01,v1(current),Tabular
8797,2015-000595-10,2016-07-15,2017-11-01,2017-11-01,v1(current),Tabular
8798,2015-005482-23,2017-04-14,2017-10-28,2017-10-28,v1(current),Tabular
8799,2014-000368-17,2016-11-28,2017-11-02,2017-11-02,v1(current),Tabular
8800,2006-002455-33,2016-10-18,2017-11-02,2017-11-02,v1(current),Tabular
8801,2015-005159-28,2016-12-29,2017-11-02,2017-11-02,v1(current),Mixed
8802,2013-002371-17,2016-10-16,2017-11-02,2017-11-02,v1(current),Tabular
8803,2012-005694-31,2016-04-12,2017-11-02,2017-11-02,v1(current),Tabular
8804,2013-005161-40,2016-07-14,2017-08-25,2017-11-04,v2(current),Tabular
8805,2014-005378-12,2016-09-08,2017-09-24,2017-09-24,v1(current),Tabular
8806,2009-011504-36,2013-08-09,2017-11-03,2017-11-03,v1(current),Tabular
8807,2012-005257-22,2016-09-03,2017-11-03,2017-11-03,v1(current),Mixed
8808,2010-020852-79,2016-08-10,2017-02-16,2017-02-16,v1(current),Tabular
