,trial_id,global_trial_end_date,first_pub_date,current_pub_date,version,results_type
881,2008-004007-64,2015-09-16,2016-03-24,2016-03-24,v1(current),Tabular
882,2009-011450-18,2009-05-28,2016-03-24,2016-03-24,v1(current),Document
883,2008-003967-37,2012-12-10,2016-03-24,2016-03-24,v1(current),Document
884,2013-000945-37,2013-06-13,2016-03-24,2016-03-24,v1(current),Document
885,2011-001616-57,2014-09-12,2016-03-24,2016-03-24,v1(current),Tabular
886,2013-001420-19,2013-06-21,2016-03-24,2016-03-24,v1(current),Document
887,2010-023948-33,2012-03-13,2016-03-24,2016-03-24,v1(current),Document
888,2010-023949-29,2011-11-10,2016-03-24,2016-03-24,v1(current),Document
889,2012-004336-28,2014-06-27,2016-03-25,2016-03-25,v1(current),Tabular
890,2015-000606-20,2007-07-26,2015-06-19,2016-03-25,v2(current),Tabular
891,2013-003000-39,2015-06-08,2016-03-25,2016-03-25,v1(current),Tabular
892,2015-005337-45,2008-03-08,2016-03-25,2016-03-25,v1(current),Tabular
893,2015-005192-24,2009-10-01,2016-03-26,2016-03-26,v1(current),Tabular
894,2012-000575-17,2015-03-16,2016-03-26,2016-03-26,v1(current),Tabular
895,2005-000866-38,2008-11-06,2016-03-26,2016-03-26,v1(current),Document
896,2015-005191-18,2008-03-08,2016-03-26,2016-03-26,v1(current),Tabular
897,2012-001863-64,2014-08-11,2015-08-09,2016-03-26,v2(current),Tabular
898,2007-002334-11,2009-05-25,2016-03-26,2016-03-26,v1(current),Document
899,2009-012993-10,2012-01-24,2016-03-26,2016-03-26,v1(current),Document
900,2007-002563-27,2009-11-17,2016-03-26,2016-03-26,v1(current),Document
901,2012-003007-35,2014-03-17,2016-03-26,2016-03-26,v1(current),Tabular
902,2005-001655-38,2008-11-21,2016-03-26,2016-03-26,v1(current),Document
903,2011-001733-16,,2016-03-26,2016-03-26,v1(current),Tabular
904,2012-000236-26,2014-12-19,2016-03-28,2016-03-28,v1(current),Tabular
905,2014-004104-30,2011-09-23,2015-07-09,2016-03-30,v2(current),Tabular
906,2006-003109-23,2012-02-24,2016-03-30,2016-03-30,v1(current),Document
907,2008-007681-30,2012-01-10,2016-03-30,2016-03-30,v1(current),Document
908,2007-001117-42,2008-11-05,2016-03-30,2016-03-30,v1(current),Document
909,2012-005346-38,2015-02-23,2016-03-30,2016-03-30,v1(current),Tabular
910,2007-001383-70,2008-11-19,2016-03-30,2016-03-30,v1(current),Document
911,2011-001593-25,2013-07-11,2016-03-30,2016-03-30,v1(current),Document
912,2007-001465-14,2007-06-22,2016-03-30,2016-03-30,v1(current),Document
913,2009-012544-16,2012-07-30,2016-03-30,2016-03-30,v1(current),Document
914,2004-004863-32,2008-12-19,2016-03-30,2016-03-30,v1(current),Document
915,2008-004953-14,2010-05-10,2016-03-30,2016-03-30,v1(current),Document
916,2007-005633-10,2008-11-25,2016-03-30,2016-03-30,v1(current),Document
917,2004-004862-33,2008-01-23,2016-03-30,2016-03-30,v1(current),Document
918,2006-004350-25,2010-05-20,2016-03-30,2016-10-23,v2(current),Document
919,2005-005127-34,2011-05-18,2016-03-30,2016-03-30,v1(current),Document
920,2007-004646-33,2011-06-15,2016-03-30,2016-03-30,v1(current),Document
921,2007-006065-32,2009-12-17,2016-03-30,2016-10-23,v2(current),Document
922,2005-003583-31,2009-06-26,2016-03-30,2016-03-30,v1(current),Document
923,2007-006115-23,2008-07-14,2016-03-30,2016-03-30,v1(current),Document
924,2012-003079-20,2014-12-24,2016-03-30,2016-03-30,v1(current),Tabular
925,2005-000651-14,2005-06-25,2016-03-30,2016-03-30,v1(current),Document
926,2007-000765-37,2008-08-26,2016-03-30,2016-03-30,v1(current),Document
927,2004-004864-54,2007-09-06,2016-03-30,2016-03-30,v1(current),Document
928,2010-021988-32,2013-05-02,2016-03-30,2016-03-30,v1(current),Document
929,2005-000899-40,2009-09-04,2016-03-30,2016-03-30,v1(current),Document
930,2006-002068-25,2006-06-23,2016-03-30,2016-03-30,v1(current),Document
931,2008-002733-70,2011-05-16,2016-03-30,2016-03-30,v1(current),Document
932,2005-003331-44,2005-11-17,2016-03-30,2016-03-30,v1(current),Document
933,2011-000661-12,2014-11-27,2016-03-31,2016-05-14,v2(current),Mixed
934,2004-004063-29,2008-08-26,2016-03-31,2016-03-31,v1(current),Document
935,2006-001536-46,2008-01-08,2016-03-31,2016-03-31,v1(current),Tabular
936,2006-005621-28,2011-06-10,2016-03-31,2016-03-31,v1(current),Document
937,2006-006574-21,2009-01-30,2016-03-31,2016-03-31,v1(current),Document
938,2005-005047-26,2009-03-24,2016-03-31,2016-03-31,v1(current),Document
939,2011-004870-26,2013-04-02,2016-03-31,2016-03-31,v1(current),Document
940,2004-002418-12,2011-03-17,2016-03-31,2016-03-31,v1(current),Document
941,2012-001155-39,2011-10-01,2016-03-31,2016-03-31,v1(current),Tabular
942,2012-001935-30,2014-06-09,2016-03-31,2016-03-31,v1(current),Tabular
943,2010-021662-30,2012-08-17,2016-03-31,2016-03-31,v1(current),Document
944,2007-003670-25,2008-07-15,2016-03-31,2016-03-31,v1(current),Document
945,2005-005852-42,2009-11-02,2016-03-31,2016-03-31,v1(current),Document
946,2004-004999-36,2007-12-10,2016-03-31,2016-03-31,v1(current),Document
947,2010-018419-14,2015-07-01,2016-03-31,2016-03-31,v1(current),Tabular
948,2012-005636-29,2015-03-20,2016-03-31,2016-03-31,v1(current),Tabular
949,2011-001442-15,2012-11-29,2016-03-31,2016-03-31,v1(current),Document
950,2004-001101-10,2010-06-15,2016-03-31,2016-03-31,v1(current),Document
951,2007-006189-14,2008-08-29,2016-03-31,2016-03-31,v1(current),Document
952,2011-002901-31,2013-11-05,2016-03-31,2016-03-31,v1(current),Tabular
953,2015-002802-34,2008-07-31,2016-03-31,2016-03-31,v1(current),Tabular
954,2004-000597-31,2009-07-31,2016-03-31,2016-03-31,v1(current),Document
955,2012-003699-37,2015-02-11,2016-03-31,2016-03-31,v1(current),Tabular
956,2005-005921-73,2008-04-18,2016-03-31,2016-03-31,v1(current),Document
957,2004-000185-12,2008-11-11,2016-03-31,2016-03-31,v1(current),Document
958,2006-003255-20,2009-12-12,2016-03-31,2016-03-31,v1(current),Document
959,2013-002454-78,2015-10-22,2016-03-19,2016-03-19,v1(current),Tabular
960,2007-000213-11,2011-05-04,2016-04-01,2016-04-01,v1(current),Document
961,2007-003511-31,2010-11-08,2016-04-01,2016-04-01,v1(current),Document
962,2013-001517-32,2014-09-23,2016-04-01,2016-04-01,v1(current),Tabular
963,2013-000537-12,2015-03-18,2016-04-01,2016-04-01,v1(current),Tabular
964,2008-001998-15,2013-03-29,2016-04-01,2016-04-01,v1(current),Document
965,2009-013780-19,2014-03-03,2016-04-01,2016-04-01,v1(current),Tabular
966,2011-002793-23,2014-01-23,2016-04-01,2016-04-01,v1(current),Tabular
967,2006-000680-28,2011-06-08,2016-04-01,2016-04-01,v1(current),Document
968,2006-002102-57,2009-03-09,2016-04-01,2016-04-01,v1(current),Document
969,2009-015705-40,2014-02-18,2016-04-01,2016-04-01,v1(current),Tabular
970,2009-017032-41,2014-02-18,2016-04-01,2016-04-01,v1(current),Tabular
971,2006-006182-16,2009-04-01,2016-04-01,2016-04-01,v1(current),Document
972,2006-000704-17,2008-12-15,2016-04-01,2016-04-01,v1(current),Document
973,2009-014365-12,2014-06-04,2016-04-01,2017-03-17,v2(current),Tabular
974,2006-002738-39,2007-05-03,2015-06-13,2016-04-01,v1(current),Tabular
975,2009-017407-28,2010-03-29,2015-06-06,2016-06-08,v2(current),Document
976,2009-016261-28,2010-04-19,2015-06-06,2016-06-08,v2(current),Document
977,2010-023769-23,2013-09-04,2015-06-14,2016-04-01,v1(current),Tabular
978,2009-011231-12,2011-03-30,2015-01-21,2016-04-01,v2(current),Tabular
979,2004-000738-34,2007-09-20,2015-06-11,2016-04-01,v1(current),Tabular
980,2008-002141-24,2008-07-25,2015-06-06,2016-06-08,v2(current),Document
981,2009-016629-33,2010-08-03,2015-06-06,2016-06-08,v2(current),Document
982,2009-014275-53,2014-07-25,2015-08-07,2018-09-15,v3(current),Tabular
983,2007-001211-33,2012-04-24,2015-07-23,2016-04-01,v1(current),Tabular
984,2012-000027-40,2013-07-25,2015-03-26,2016-04-01,v1(current),Tabular
985,2012-002346-20,2014-01-09,2015-07-31,2016-04-14,v2(current),Tabular
986,2013-002233-37,2014-05-14,2015-07-26,2016-04-01,v1(current),Tabular
987,2011-001608-37,2014-03-31,2015-05-31,2016-04-28,v2(current),Tabular
988,2014-003989-24,2007-01-26,2015-07-18,2016-04-01,v1(current),Tabular
989,2014-004630-26,2007-09-20,2015-06-28,2016-04-01,v1(current),Tabular
990,2012-003950-10,2014-02-21,2015-05-29,2016-04-28,v2(current),Tabular
991,2012-001524-35,2014-03-14,2015-06-14,2016-04-01,v1(current),Tabular
992,2014-004640-35,2014-03-05,2015-06-03,2016-04-01,v1(current),Tabular
993,2014-004666-14,2009-03-25,2015-05-16,2016-04-01,v1(current),Tabular
994,2014-004637-47,2007-09-20,2015-07-03,2016-04-01,v1(current),Tabular
995,2014-004664-38,2008-09-22,2015-05-16,2016-04-01,v1(current),Tabular
996,2015-000585-61,2007-05-25,2015-07-25,2016-04-01,v1(current),Tabular
997,2014-004663-20,2008-09-17,2015-05-16,2016-04-01,v1(current),Tabular
998,2014-004645-27,2011-10-12,2015-05-15,2016-04-01,v1(current),Tabular
999,2014-004665-24,2008-09-26,2015-05-16,2016-04-01,v1(current),Tabular
1000,2014-004639-38,2012-10-18,2015-07-26,2016-04-01,v1(current),Tabular
1001,2014-004643-12,2008-05-13,2015-07-18,2016-04-01,v1(current),Tabular
1002,2014-004002-15,2013-06-21,2015-06-28,2016-04-01,v1(current),Tabular
1003,2014-004660-37,2008-01-11,2015-05-16,2016-04-01,v1(current),Tabular
1004,2015-001505-14,2009-05-08,2015-07-25,2016-04-01,v1(current),Tabular
1005,2012-003324-20,2012-01-16,2015-07-10,2018-05-18,v3(current),Tabular
1006,2014-004661-25,2008-01-07,2015-05-16,2016-04-01,v1(current),Tabular
1007,2014-004662-26,2008-09-12,2015-05-16,2016-04-01,v1(current),Tabular
1008,2011-004644-22,2009-11-13,2015-07-23,2016-04-01,v1(current),Tabular
1009,2012-002758-22,2014-08-04,2015-01-24,2016-03-31,v2(current),Tabular
1010,2013-000372-15,2015-03-20,2016-04-02,2016-04-02,v1(current),Tabular
1011,2010-019318-26,2015-03-17,2016-04-02,2016-04-02,v1(current),Tabular
1012,2010-021994-35,2015-03-24,2016-04-02,2016-04-02,v1(current),Tabular
1013,2007-005047-21,2012-07-16,2016-04-02,2016-04-02,v1(current),Document
1014,2005-002486-36,2012-05-08,2016-04-02,2016-04-02,v1(current),Document
1015,2007-002137-37,2007-10-23,2016-04-02,2016-04-02,v1(current),Document
1016,2008-004714-27,2012-07-20,2016-04-02,2016-04-02,v1(current),Tabular
1017,2010-021257-39,2014-05-28,2016-04-02,2016-04-02,v1(current),Tabular
1018,2012-000639-16,2014-07-04,2016-04-02,2016-04-02,v1(current),Tabular
1019,2004-001616-31,2009-04-14,2016-04-03,2016-04-03,v1(current),Document
1020,2012-002943-11,2014-01-28,2016-04-03,2016-04-03,v1(current),Tabular
1021,2007-002360-10,2008-04-10,2016-04-03,2016-04-03,v1(current),Document
1022,2004-002614-10,2009-02-12,2016-04-03,2016-04-03,v1(current),Document
1023,2007-003189-16,2008-05-09,2016-04-03,2016-04-03,v1(current),Document
1024,2007-001013-41,2009-01-08,2016-04-03,2016-04-03,v1(current),Document
1025,2007-003192-39,2008-04-12,2016-04-03,2016-04-03,v1(current),Document
1026,2007-003405-27,2009-09-19,2016-04-03,2016-04-03,v1(current),Document
1027,2008-002855-26,2010-07-23,2016-04-03,2016-04-03,v1(current),Document
1028,2015-004586-84,2015-09-30,2016-04-03,2016-04-03,v1(current),Tabular
1029,2008-002164-34,2009-05-04,2016-04-03,2016-04-03,v1(current),Document
1030,2007-001871-13,2008-05-09,2016-04-03,2016-04-03,v1(current),Document
1031,2007-005673-60,2010-08-10,2016-04-03,2016-04-03,v1(current),Document
1032,2007-000350-31,2010-11-02,2016-04-03,2016-04-03,v1(current),Document
1033,2011-004529-28,2013-03-25,2016-04-03,2016-04-03,v1(current),Document
1034,2007-005701-22,2010-10-22,2016-04-03,2016-04-03,v1(current),Document
1035,2011-005375-16,2015-03-10,2016-04-03,2016-04-03,v1(current),Tabular
1036,2008-007105-36,2012-10-09,2016-04-03,2016-04-03,v1(current),Document
1037,2008-002901-38,2009-04-08,2016-04-03,2016-04-03,v1(current),Document
1038,2014-000611-14,2015-03-24,2016-03-06,2016-03-06,v1(current),Tabular
1039,2012-001956-20,2013-08-06,2015-07-31,2016-04-04,v1(current),Tabular
1040,2010-023782-22,2014-06-09,2015-07-06,2016-04-04,v1(current),Tabular
1041,2012-003340-72,2014-03-12,2015-03-01,2016-04-15,v2(current),Tabular
1042,2011-005686-20,2014-08-12,2015-08-01,2016-04-05,v1(current),Tabular
1043,2011-002190-33,2014-03-27,2015-07-08,2016-04-05,v1(current),Tabular
1044,2006-002791-18,2009-08-12,2015-07-05,2016-04-05,v1(current),Tabular
1045,2011-003502-24,2015-01-07,2015-03-07,2016-04-05,v1(current),Tabular
1046,2010-022648-19,2014-09-05,2015-03-11,2016-09-29,v2(current),Tabular
1047,2005-005910-20,2008-01-30,2015-05-09,2016-04-05,v1(current),Tabular
1048,2010-023498-20,2014-01-21,2015-07-05,2016-04-05,v1(current),Tabular
1049,2014-004923-40,2009-09-30,2015-07-19,2016-04-05,v1(current),Tabular
1050,2014-004921-41,2010-10-15,2015-07-19,2016-04-05,v1(current),Tabular
1051,2014-004919-36,2008-11-17,2015-07-19,2016-04-05,v1(current),Tabular
1052,2014-004993-40,2011-02-14,2015-07-30,2016-04-05,v1(current),Tabular
1053,2015-002781-23,2008-11-20,2015-08-02,2016-04-05,v1(current),Tabular
1054,2010-023770-39,2013-11-22,2015-06-14,2016-04-05,v1(current),Tabular
1055,2014-004767-21,2012-10-22,2015-07-19,2016-04-09,v2(current),Tabular
1056,2012-005007-41,2015-07-22,2016-03-03,2016-03-03,v1(current),Tabular
1057,2008-007605-37,2009-10-05,2015-06-04,2016-04-05,v1(current),Tabular
1058,2011-003710-16,2011-09-17,2015-07-29,2016-04-05,v1(current),Tabular
1059,2012-000819-82,2011-02-17,2015-06-28,2016-04-05,v1(current),Tabular
1060,2014-000101-12,2009-11-02,2015-06-27,2016-04-05,v1(current),Tabular
1061,2010-019247-19,2012-04-18,2016-04-06,2016-04-06,v1(current),Document
1062,2006-001485-16,2013-10-11,2016-04-06,2016-04-06,v1(current),Tabular
1063,2006-003086-14,2009-11-21,2016-04-06,2016-04-06,v1(current),Document
1064,2009-018215-53,2011-09-26,2016-04-06,2016-04-06,v1(current),Document
1065,2008-001999-67,2010-03-02,2016-04-06,2016-04-06,v1(current),Document
1066,2013-002264-24,2014-11-24,2016-04-06,2016-04-06,v1(current),Tabular
1067,2011-000757-22,2014-11-13,2015-05-28,2016-04-06,v2(current),Tabular
1068,2010-022364-12,2015-03-30,2016-04-06,2016-09-04,v2(current),Tabular
1069,2008-007026-19,2012-12-20,2016-04-06,2016-04-06,v1(current),Document
1070,2005-005464-92,2010-04-28,2016-04-06,2016-04-06,v1(current),Document
1071,2007-003997-24,2010-04-14,2016-04-06,2016-04-06,v1(current),Document
1072,2008-000516-32,2011-07-21,2016-04-06,2016-04-06,v1(current),Document
1073,2009-015911-42,2014-08-08,2016-04-06,2016-04-06,v1(current),Tabular
1074,2008-004178-41,2012-01-11,2016-04-06,2016-04-06,v1(current),Document
1075,2009-018172-33,2012-03-15,2016-04-06,2016-04-06,v1(current),Document
1076,2011-001160-21,2012-01-23,2016-04-06,2016-04-06,v1(current),Document
1077,2009-016818-24,2011-12-14,2016-04-06,2016-04-06,v1(current),Document
1078,2005-003450-10,2014-09-15,2016-04-06,2016-04-06,v1(current),Tabular
1079,2006-005734-20,2008-06-27,2016-04-06,2016-04-06,v1(current),Document
1080,2009-015742-34,2012-07-10,2016-04-06,2016-04-06,v1(current),Document
1081,2010-024454-10,2014-11-18,2016-04-06,2016-04-06,v1(current),Tabular
1082,2006-006473-24,2009-07-03,2016-04-06,2016-04-06,v1(current),Document
1083,2013-001803-35,2014-11-05,2016-04-06,2016-04-06,v1(current),Tabular
1084,2013-001827-38,2015-05-04,2016-04-06,2016-04-06,v1(current),Tabular
1085,2007-004817-33,2010-10-08,2016-04-06,2016-04-06,v1(current),Document
1086,2013-000858-22,2015-03-23,2016-04-06,2016-04-06,v1(current),Tabular
1087,2004-000555-42,2010-07-08,2016-04-06,2016-04-06,v1(current),Document
1088,2008-000521-19,2011-09-09,2016-04-06,2016-04-06,v1(current),Document
1089,2009-017848-14,2014-06-10,2016-04-06,2016-04-06,v1(current),Tabular
1090,2010-021415-16,2014-08-26,2016-04-06,2016-04-06,v1(current),Tabular
1091,2009-016836-11,2012-11-26,2015-04-22,2016-04-21,v2(current),Tabular
1092,2011-003538-16,2015-03-23,2016-04-07,2017-09-10,v2(current),Tabular
1093,2011-004650-25,2009-12-10,2015-07-05,2016-04-07,v2(current),Tabular
1094,2005-005343-26,2006-08-25,2016-04-07,2016-04-07,v1(current),Document
1095,2006-004007-19,2008-03-01,2016-04-07,2016-04-07,v1(current),Document
1096,2013-000868-29,2015-02-05,2016-04-07,2016-04-07,v1(current),Tabular
1097,2009-013783-39,2010-11-24,2015-04-18,2016-04-07,v2(current),Tabular
1098,2010-018963-40,2015-03-25,2016-04-08,2016-04-08,v1(current),Tabular
1099,2005-005812-25,2007-11-16,2016-04-08,2016-04-08,v1(current),Document
1100,2011-002068-26,2015-10-27,2016-04-08,2017-01-01,v3(current),Tabular
1101,2011-002714-37,2014-01-27,2016-04-08,2016-06-01,v2(current),Tabular
1102,2012-002270-31,2015-03-23,2016-04-08,2016-04-08,v1(current),Tabular
1103,2004-000663-99,2006-03-31,2016-04-08,2016-04-08,v1(current),Document
1104,2012-004798-17,2015-03-23,2016-04-08,2016-04-08,v1(current),Tabular
1105,2011-005680-25,2014-12-17,2016-04-08,2016-04-08,v1(current),Mixed
1106,2011-002526-43,2014-04-09,2016-04-08,2016-04-08,v1(current),Tabular
1107,2006-002572-17,2008-09-15,2016-04-08,2016-04-08,v1(current),Document
1108,2006-005764-81,2008-12-18,2016-04-08,2016-04-08,v1(current),Document
1109,2005-001166-13,2008-11-20,2016-04-08,2016-04-08,v1(current),Document
1110,2009-011577-32,2010-04-12,2016-04-08,2016-04-08,v1(current),Document
1111,2009-012897-12,2010-06-15,2015-08-06,2016-04-08,v1(current),Document
1112,2008-003869-72,2010-02-25,2015-08-06,2016-04-08,v1(current),Document
1113,2010-019101-42,2012-04-23,2015-07-16,2016-04-08,v1(current),Document
1114,2009-012587-14,2013-10-08,2015-08-06,2016-04-08,v1(current),Tabular
1115,2004-001748-66,2008-01-22,2015-07-16,2016-04-08,v1(current),Document
1116,2006-001793-24,2007-09-21,2015-08-13,2016-04-08,v1(current),Document
1117,2010-019100-23,2012-04-24,2015-07-16,2016-04-08,v1(current),Document
1118,2005-002133-13,2006-11-13,2015-07-16,2016-04-08,v1(current),Document
1119,2008-005053-38,2013-11-01,2015-05-17,2016-04-08,v1(current),Tabular
1120,2009-015011-41,2010-11-22,2015-05-31,2016-04-08,v1(current),Tabular
1121,2011-005734-18,2013-09-13,2015-08-01,2016-04-08,v1(current),Tabular
1122,2006-000191-32,2008-05-28,2014-11-08,2016-04-08,v1(current),Mixed
1123,2011-003167-30,2010-07-05,2015-07-01,2018-05-14,v2(current),Tabular
1124,2009-011150-17,2014-07-31,2015-04-10,2016-04-08,v2(current),Tabular
1125,2013-002804-15,2012-10-27,2015-07-11,2016-04-08,v1(current),Tabular
1126,2012-004513-14,2011-09-19,2015-07-12,2016-04-08,v1(current),Tabular
1127,2008-006749-18,2010-08-05,2015-08-01,2016-04-08,v1(current),Tabular
1128,2009-015512-17,2013-12-05,2015-04-13,2016-04-08,v1(current),Tabular
1129,2009-010270-37,2015-01-23,2015-08-13,2016-04-08,v1(current),Tabular
1130,2010-020157-13,2011-07-15,2014-10-24,2016-02-15,v1(current),Document
1131,2009-012054-20,2011-05-12,2015-02-09,2016-04-22,v2(current),Tabular
1132,2009-015114-22,2015-03-30,2016-04-09,2016-04-09,v1(current),Tabular
1133,2013-000208-41,2014-06-09,2016-04-09,2016-07-23,v2(current),Tabular
1134,2007-004884-24,2012-11-20,2016-04-09,2016-04-09,v1(current),Document
1135,2013-000104-42,2014-04-09,2016-04-09,2016-04-09,v1(current),Tabular
1136,2012-003806-28,2014-02-17,2016-04-09,2016-04-09,v1(current),Tabular
1137,2010-018911-13,2014-09-07,2015-08-12,2016-04-09,v2(current),Tabular
1138,2012-002271-34,2015-03-30,2016-04-09,2016-04-09,v1(current),Tabular
1139,2010-021082-74,2013-12-06,2016-04-09,2016-04-09,v1(current),Tabular
1140,2007-004736-23,2015-03-24,2016-04-09,2016-04-09,v1(current),Tabular
1141,2013-002522-23,2015-04-02,2016-04-09,2016-09-08,v2(current),Tabular
1142,2013-002856-33,2015-01-05,2016-04-09,2016-04-09,v1(current),Tabular
1143,2010-022054-16,2015-03-27,2016-04-09,2016-04-09,v1(current),Tabular
1144,2008-006719-20,2015-03-30,2016-04-09,2016-08-18,v2(current),Tabular
1145,2015-004121-13,2015-10-01,2016-04-09,2016-04-09,v1(current),Tabular
1146,2008-005030-73,2010-11-22,2014-09-14,2016-02-12,v2(current),Document
1147,2009-011520-53,2010-05-05,2016-01-30,2016-01-30,v1(current),Document
1148,2009-015017-48,2011-07-28,2016-04-13,2016-04-13,v1(current),Document
1149,2004-004274-87,2009-11-26,2016-04-13,2016-04-13,v1(current),Document
1150,2010-023512-13,2013-04-24,2016-04-13,2016-04-13,v1(current),Document
1151,2005-001349-40,2008-05-06,2016-04-13,2016-04-13,v1(current),Document
1152,2008-007525-39,2010-12-16,2016-04-13,2016-04-13,v1(current),Document
1153,2005-002234-35,2008-09-19,2016-04-13,2016-04-13,v1(current),Document
1154,2006-004003-18,2009-02-02,2016-04-13,2016-04-13,v1(current),Document
1155,2007-003037-17,2009-10-23,2016-04-13,2016-04-13,v1(current),Document
1156,2008-002628-27,2010-12-22,2016-04-13,2016-04-13,v1(current),Document
1157,2005-002233-12,2009-07-21,2016-04-13,2016-04-13,v1(current),Document
1158,2006-003501-71,2008-05-05,2016-04-13,2016-04-13,v1(current),Document
1159,2008-004666-61,2009-08-09,2016-04-13,2016-04-13,v1(current),Document
1160,2008-002631-33,2011-05-12,2016-04-13,2016-04-13,v1(current),Document
1161,2010-018518-56,2014-11-01,2016-04-13,2016-04-13,v1(current),Tabular
1162,2011-002512-89,2013-05-25,2016-04-13,2016-04-13,v1(current),Document
1163,2008-008359-40,2010-08-31,2016-04-13,2016-04-13,v1(current),Document
1164,2008-005876-28,2010-02-04,2016-04-13,2016-04-13,v1(current),Document
1165,2006-001550-27,2008-09-24,2016-04-13,2016-04-13,v1(current),Document
1166,2005-006138-14,2008-12-19,2016-04-13,2016-04-13,v1(current),Document
1167,2009-016807-42,2011-02-13,2016-04-13,2016-04-13,v1(current),Document
1168,2009-013665-26,2011-02-07,2016-04-13,2016-04-13,v1(current),Document
1169,2006-003633-32,2009-07-01,2016-04-13,2016-04-13,v1(current),Document
1170,2009-011000-34,2011-03-04,2016-04-13,2016-04-13,v1(current),Document
1171,2009-014391-22,2011-03-24,2016-04-13,2016-04-13,v1(current),Document
1172,2006-004669-32,2008-09-08,2016-04-13,2016-04-13,v1(current),Document
1173,2007-006170-28,2014-09-18,2016-04-13,2016-04-13,v1(current),Tabular
1174,2009-015018-23,2010-07-26,2016-04-13,2016-04-13,v1(current),Document
1175,2012-003370-10,2015-03-30,2016-04-13,2016-04-13,v1(current),Tabular
1176,2008-005506-40,2010-08-19,2016-04-13,2016-04-13,v1(current),Document
1177,2006-002107-13,2009-11-18,2016-04-13,2016-04-13,v1(current),Document
1178,2005-001144-23,2008-01-22,2016-04-13,2016-04-13,v1(current),Document
1179,2004-005071-42,2008-04-03,2016-04-13,2016-04-13,v1(current),Document
1180,2006-001553-10,2008-12-19,2016-04-13,2016-04-13,v1(current),Document
1181,2011-002741-35,2013-07-30,2015-07-08,2016-03-04,v1(current),Tabular
1182,2007-004458-98,2008-09-20,2015-03-19,2016-04-13,v1(current),Tabular
1183,2006-001623-18,2013-11-15,2015-06-03,2016-04-13,v1(current),Tabular
1184,2007-004190-26,2014-08-18,2015-03-07,2016-04-13,v1(current),Tabular
1185,2004-001325-14,2009-11-26,2014-10-25,2016-04-29,v2(current),Tabular
1186,2006-001417-16,2008-01-28,2015-06-05,2016-04-13,v1(current),Tabular
1187,2007-005148-26,2011-03-17,2015-06-24,2016-04-13,v1(current),Tabular
1188,2006-002946-13,2014-02-03,2015-05-02,2016-04-13,v1(current),Tabular
1189,2014-004644-35,2009-12-29,2015-06-06,2016-04-13,v1(current),Tabular
1190,2014-004155-32,2007-11-13,2015-07-23,2016-04-13,v1(current),Tabular
1191,2006-006415-74,2011-03-31,2015-04-10,2016-04-13,v1(current),Tabular
1192,2011-002120-41,2013-10-15,2015-08-05,2018-09-28,v2(current),Tabular
1193,2012-000642-35,2014-05-05,2015-05-02,2016-04-13,v1(current),Tabular
1194,2014-004160-38,2009-05-07,2015-06-27,2016-04-13,v1(current),Tabular
1195,2010-023452-87,2013-09-04,2015-08-05,2016-05-06,v2(current),Mixed
1196,2012-000826-23,2011-02-16,2015-06-25,2016-07-07,v2(current),Tabular
1197,2007-002120-14,2009-09-25,2015-06-05,2016-04-13,v1(current),Tabular
1198,2012-002459-41,2013-10-15,2015-08-01,2016-04-13,v1(current),Tabular
1199,2011-003711-39,2010-07-26,2015-07-01,2016-04-13,v1(current),Tabular
1200,2012-001151-39,2009-12-02,2015-07-29,2016-04-13,v1(current),Tabular
1201,2012-000706-30,2009-03-06,2015-07-29,2016-04-13,v1(current),Tabular
1202,2014-004871-22,2013-12-24,2015-07-15,2016-04-13,v1(current),Tabular
1203,2007-006097-28,2009-02-16,2015-05-09,2016-04-13,v1(current),Tabular
1204,2007-001731-55,2015-12-14,2015-05-22,2016-05-11,v2(current),Tabular
1205,2009-016721-33,2011-04-12,2015-05-28,2016-04-13,v1(current),Document
1206,2007-002861-11,2007-12-13,2015-06-21,2016-04-13,v1(current),Document
1207,2013-003427-10,2013-02-25,2015-05-30,2016-06-02,v2(current),Tabular
1208,2013-003479-36,2014-05-07,2015-07-10,2016-07-30,v2(current),Tabular
1209,2008-008724-32,2009-12-08,2015-06-21,2016-04-13,v1(current),Document
1210,2015-001541-92,2008-07-07,2015-08-02,2016-08-10,v2(current),Tabular
1211,2012-000162-38,2011-07-26,2015-07-05,2016-04-13,v1(current),Tabular
1212,2015-001506-34,2010-01-11,2015-07-25,2016-04-13,v1(current),Tabular
1213,2012-005547-24,2015-02-11,2015-03-18,2016-04-28,v2(current),Tabular
1214,2007-006532-66,2008-06-25,2015-03-12,2016-04-13,v1(current),Document
1215,2004-002669-19,2005-09-13,2015-06-21,2016-04-13,v1(current),Document
1216,2004-002586-21,2005-09-05,2015-06-21,2016-04-13,v1(current),Document
1217,2010-021068-13,2011-08-29,2015-05-28,2016-04-13,v1(current),Document
1218,2014-004105-32,2011-10-28,2015-07-09,2016-04-13,v1(current),Tabular
1219,2005-002789-12,2006-01-13,2015-06-21,2016-04-13,v1(current),Document
1220,2015-000398-11,2015-01-15,2015-07-31,2016-04-22,v2(current),Tabular
1221,2007-000744-28,2009-09-15,2015-05-28,2016-04-13,v1(current),Document
1222,2010-023086-21,2012-05-24,2015-05-28,2016-04-13,v1(current),Document
1223,2009-012458-19,2012-10-15,2015-05-28,2016-04-13,v1(current),Document
